"Q", "A", "link"
"Kde jsou tu knihovny, je jich tu víc?", "Knihovna MFF má celkem 6 oddělení, z toho několik v budovách fyziky. Fyzikální oddělení Knihovny MFF je v budově Ke Karlovu 3 v 1. patře; půjčovna skript a učebnic je v Troji v nízké budově katederního objektu v přízemí hned vedle vrátnice. Další fyzikální knihovny jsou tak malé a specializované, že do nich studenti ani moc nechodí.", "knihovna-fyzika"
